990 1096 684 0
8397 1104 639 1
651 1083 592 0
645 1095 530 0
9055 1102 452 1
9761 1103 472 1
8129 1099 528 1
646 1080 572 0
7235 1079 522 1
623 1088 618 0
6695 1104 554 1
4534 1119 528 0
8942 1112 526 1
10198 1103 480 1
10223 1104 540 1
1182 1104 592 0
9771 1103 565 1
1058 1096 562 0
631 1096 531 0
9602 1103 449 1
1158 1104 468 0
9602 1103 446 1
10761 1087 465 1
783 1096 599 0
9429 1110 541 1
1556 1112 507 0
9981 1132 494 1
2618 1121 524 0
6819 1095 519 1
2393 1119 543 0
5131 1119 538 1
7086 1095 486 1
7123 1096 546 1
4620 1148 606 0
6235 1111 605 1
2253 1119 553 0
5877 1160 547 1
2425 1129 495 0
7636 1096 490 1
2202 1145 514 0
4032 1119 508 0
7764 1158 455 1
2771 1156 411 0
4595 1119 405 0
11548 1096 362 1
1298 1128 609 0
8940 1096 590 1
9789 1091 696 1
1159 1104 772 0
9481 1106 724 1
1707 1111 674 0
8659 1087 660 1
1205 1111 717 0
7495 1096 692 1
7210 1103 665 1
2906 1150 702 0
6851 1096 697 1
2946 1119 682 0
6168 1119 678 1
7657 1088 616 1
1072 1109 748 0
6819 1095 722 1
7179 1104 710 1
7873 1096 747 1
10909 1096 852 1
1701 1112 892 0
9128 1119 867 1
10574 1111 788 1
1769 1111 817 0
10497 1096 799 1
1891 1131 867 0
9084 1119 849 1
3043 1119 772 0
9948 1114 766 1
2485 1148 740 0
9890 1104 733 1
10426 1111 704 1
1534 1104 738 0
2228 1115 716 0
9782 1100 638 1
1106 1103 614 0
8148 1110 579 1
570 1088 524 0
9658 1105 456 1
1744 1111 475 0
2684 1112 467 0
9758 1093 415 1
818 1108 420 0
8430 1151 387 1
480 1091 351 0
2287 1120 304 0
8300 1158 267 1
2572 1150 243 0
9165 1141 237 1
1185 1119 232 0
7405 1157 222 1
10452 1087 201 1
9573 1096 388 1
525 1095 421 0
9373 1111 365 1
976 1104 356 0
9550 1104 336 1
1979 1142 380 0
9594 1104 373 1
2406 1140 412 0
922 1103 405 0
9529 1104 351 1
5054 1136 390 0
10183 1095 388 1
1341 1112 466 0
12207 1095 451 1
1645 1112 754 0
7403 1103 734 1
6165 1119 662 0
7606 1133 661 1
6852 1125 596 1
6868 1125 596 1
6856 1136 596 1
6868 1135 596 1
6869 1136 596 1
6867 1135 596 1
6868 1135 596 1
6868 1136 596 1
6842 1137 596 1
6868 1137 596 1
6868 1137 596 1
6868 1137 596 1
6868 1137 596 1
6868 1138 596 1
6867 1137 596 1
6828 1127 596 1
6838 1132 596 1
10497 1103 596 1
2847 1140 656 0
5742 1131 650 0
9019 1114 583 1
10325 1104 532 1
5359 1121 588 0
9043 1126 585 1
10321 1103 534 1
5301 1134 590 0
8996 1114 587 1
11541 1103 536 1
10353 1111 734 1
1857 1103 754 0
10553 1096 741 1
1668 1112 780 0
9118 1116 760 1
10497 1105 692 1
4232 1119 730 0
10060 1096 726 1
10433 1111 735 1
1954 1111 760 0
9939 1095 749 1
1332 1109 718 0
10682 1096 687 1
10360 1111 774 1
1863 1104 790 0
10509 1096 776 1
1703 1112 806 0
9124 1115 786 1
10514 1107 716 1
1931 1112 752 0
9882 1104 740 1
3515 1121 705 0
10733 1096 700 1
8881 1084 794 1
1014 1096 860 0
6849 1096 818 1
1098 1096 808 0
6852 1105 780 1
7358 1095 744 1
3056 1119 790 0
6900 1088 786 1
1308 1116 780 0
6805 1095 764 1
788 1086 750 0
2254 1135 694 0
6765 1101 619 1
7150 1096 604 1
7314 1096 660 1
2846 1119 715 0
6330 1111 710 1
7196 1101 649 1
1227 1109 691 0
637 1087 676 0
500 1080 584 0
460 1082 493 0
6611 1096 414 1
1252 1112 442 0
6637 1096 434 1
1512 1150 460 0
6610 1097 453 1
1642 1122 476 0
6731 1104 469 1
2856 1151 497 0
6146 1119 493 1
7023 1095 450 1
7096 1095 513 1
2184 1152 577 0
3580 1122 571 0
6279 1139 511 1
1946 1119 469 0
6764 1138 463 1
9383 1096 418 1
2124 1142 490 0
801 1089 484 0
9490 1109 424 1
1585 1114 582 0
7881 1080 568 1
1003 1104 682 0
7576 1087 654 1
7074 1114 783 1
2769 1141 794 0
6877 1103 789 1
2913 1145 756 0
6153 1119 751 1
2903 1129 680 0
6475 1110 675 1
1389 1112 626 0
8362 1096 614 1
1092 1108 594 0
10947 1114 563 1
1510 1112 695 0
9232 1119 675 1
10381 1104 619 1
1669 1111 664 0
9823 1104 649 1
11465 1096 633 1
1737 1112 805 0
9956 1103 786 1
2138 1123 771 0
9044 1119 762 1
2870 1139 692 0
4927 1112 686 0
9778 1104 615 1
10344 1109 604 1
5480 1119 651 0
8985 1112 649 1
3481 1136 591 0
8076 1119 586 1
10914 1087 530 1
10612 1104 656 1
3562 1119 705 0
9844 1103 700 1
3247 1114 673 0
9281 1111 667 1
10312 1108 614 1
11259 1096 652 1
1711 1112 791 0
8994 1112 772 1
10633 1104 700 1
2926 1119 747 0
9939 1103 741 1
5585 1120 714 0
9925 1103 712 1
2876 1141 698 0
9897 1103 692 1
10391 1104 673 1
10866 1096 708 1
1953 1112 778 0
9042 1119 766 1
10504 1107 696 1
10416 1111 734 1
932 1087 762 0
10865 1096 693 1
10710 1099 787 1
1584 1111 824 0
6999 1107 798 1
703 1087 719 0
9794 1104 630 1
2438 1112 614 0
9550 1095 607 1
1514 1111 569 0
9017 1111 554 1
3253 1119 506 0
9983 1108 501 1
10303 1126 528 1
10289 1104 582 1
1797 1112 632 0
9793 1104 621 1
10858 1088 610 1
1020 1103 720 0
8469 1080 665 1
6323 1119 672 1
7496 1096 675 1
3043 1151 730 0
6513 1108 725 1
1493 1113 666 0
7298 1079 658 1
741 1087 709 0
6905 1103 649 1
1440 1112 626 0
8366 1103 617 1
1369 1104 613 0
788 1096 591 0
645 1096 509 0
9616 1103 432 1
5154 1119 456 0
10070 1096 454 1
10211 1104 509 1
2294 1145 558 0
9916 1095 551 1
949 1107 548 0
11070 1096 510 1
10314 1111 666 1
1919 1106 690 0
10610 1095 680 1
1612 1112 731 0
9168 1118 712 1
2930 1124 650 0
8880 1120 644 1
10377 1103 584 1
5334 1124 634 0
10020 1096 631 1
1883 1122 646 0
6894 1107 636 1
617 1102 573 0
2238 1126 497 0
9848 1100 441 1
11367 1095 450 1
1419 1111 641 0
9274 1123 619 1
1970 1119 571 0
8884 1119 564 1
3409 1145 513 0
8038 1119 508 1
3193 1119 460 0
7867 1140 455 1
10052 1104 411 1
10152 1104 480 1
1852 1112 540 0
958 1114 532 0
9654 1079 463 1
725 1103 486 0
10005 1104 437 1
10166 1088 478 1
901 1106 535 0
8446 1140 494 1
2758 1136 447 0
4166 1147 441 0
9868 1103 393 1
2695 1143 437 0
10357 1080 431 1
662 1096 534 0
8530 1119 473 1
2317 1119 434 0
5493 1122 428 1
6973 1095 388 1
3978 1139 457 0
6211 1112 455 1
6970 1095 419 1
1190 1112 483 0
1773 1136 473 0
7314 1080 419 1
914 1108 531 0
6446 1103 508 1
1094 1111 477 0
6293 1107 464 1
6965 1095 430 1
941 1121 492 0
1664 1138 471 0
6760 1092 417 1
588 1096 429 0
6680 1086 389 1
6859 1109 396 1
1587 1108 434 0
7802 1088 427 1
8242 1088 505 1
1193 1111 618 0
7091 1119 600 1
2194 1125 546 0
2862 1105 540 0
8275 1083 481 1
7747 1104 598 1
7749 1111 610 1
6909 1119 622 1
2699 1135 625 0
2143 1100 619 0
501 1092 551 0
7570 1096 463 1
692 1088 478 0
7537 1096 440 1
7884 1105 460 1
7856 1101 515 1
8809 1088 552 1
1240 1111 721 0
7056 1119 698 1
2213 1119 634 0
5319 1128 628 1
2730 1133 565 0
7085 1099 560 1
4479 1124 570 0
6258 1130 569 1
2309 1119 520 0
6867 1088 515 1
7090 1096 543 1
7920 1086 595 1
1170 1104 789 0
7253 1064 766 1
1224 1109 826 0
6230 1125 804 1
2726 1131 730 0
6849 1096 725 1
2196 1132 709 0
6845 1096 703 1
2240 1137 691 0
6842 1096 685 1
2213 1136 677 0
5379 1138 671 1
2409 1119 605 0
6817 1096 600 1
2409 1119 605 0
4715 1144 600 1
1940 1129 540 0
6874 1095 534 1
7090 1102 556 1
1266 1106 608 0
1781 1115 597 0
7724 1080 531 1
1048 1110 698 0
6979 1088 673 1
1167 1112 697 0
6503 1103 679 1
1202 1112 632 0
7495 1087 618 1
1104 1104 740 0
7633 1058 717 1
7060 1112 850 1
4989 1119 858 1
3068 1129 858 0
4511 1115 853 1
667 1080 767 0
6808 1096 689 1
2767 1135 670 0
5154 1135 665 1
7172 1095 599 1
2928 1133 652 0
6833 1095 647 1
7228 1103 647 1
7336 1101 696 1
7306 1107 747 1
7407 1103 786 1
3085 1119 828 0
6261 1130 824 1
2702 1126 748 0
6634 1096 743 1
1024 1104 705 0
6798 1096 678 1
7182 1103 668 1
2973 1120 712 0
4658 1148 708 1
7223 1096 637 1
2481 1119 687 0
6885 1090 682 1
1548 1112 681 0
6674 1096 674 1
628 1080 646 0
6872 1096 581 1
2808 1127 582 0
5237 1119 577 1
7286 1096 521 1
2580 1121 582 0
5645 1131 577 1
7398 1096 521 1
2941 1129 582 0
4350 1110 577 0
8179 1116 518 1
10081 1103 491 1
1136 1104 546 0
683 1096 518 0
9663 1103 443 1
10225 1103 465 1
6545 1155 532 0
9031 1112 531 1
10272 1104 486 1
5299 1136 546 0
10063 1096 544 1
1717 1112 581 0
10087 1096 570 1
1767 1119 600 0
9015 1111 589 1
10324 1104 538 1
10449 1104 592 1
3478 1120 647 0
9907 1104 642 1
10545 1103 634 1
3146 1127 687 0
5826 1137 681 0
9999 1096 611 1
1763 1112 632 0
10000 1096 619 1
1816 1114 638 0
8990 1132 627 1
3489 1151 571 0
9963 1103 566 1
10130 1103 582 1
7896 1096 633 1
3110 1119 688 0
7397 1088 684 1
7128 1111 771 1
2562 1119 786 0
6890 1100 781 1
3006 1119 750 0
6149 1119 746 1
2748 1131 676 0
6387 1111 671 1
1463 1113 617 0
6518 1103 610 1
1128 1117 571 0
5215 1101 556 1
1137 1090 502 0
887 1135 491 0
7147 1079 429 1
899 1105 525 0
6449 1104 500 1
1054 1111 470 0
4979 1137 456 1
1192 1095 411 0
6616 1096 403 1
6870 1095 428 1
7082 1096 493 1
2190 1151 559 0
3689 1156 553 0
6957 1088 495 1
1106 1111 542 0
6312 1111 528 1
7043 1095 487 1
2091 1114 545 0
7249 1081 539 1
990 1108 621 0
7438 1080 595 1
1061 1105 715 0
7358 1080 691 1
1151 1108 776 0
6305 1112 753 1
7203 1104 687 1
2326 1113 725 0
6680 1087 719 1
7171 1079 688 1
7133 1092 741 1
1149 1105 772 0
6508 1104 749 1
7196 1080 697 1
945 1103 748 0
6424 1103 710 1
1428 1112 655 0
6904 1088 646 1
1406 1131 657 0
6912 1092 647 1
1318 1112 660 0
6177 1112 649 1
2399 1122 591 0
5618 1153 586 1
2418 1152 529 0
6814 1096 524 1
7108 1096 546 1
2603 1143 600 0
6565 1096 595 1
